 *Fit function = par[0]+par[1]*x && y = a*x + b (y=Energy, x=Ch);  so I define a = par[1], b = par[0]
 *SSDNum  CHNum     par_a       Errpar_a          par_b        Errpar_b
    0      0      0.0249194    0.000109508       -1.46219      0.0294818
    0      1      0.0250306    0.000579286       -1.32203       0.152022
    0      2      0.0250329    7.80456e-05        -1.1278      0.0198745
    0      3      0.0252834    0.000349993       -2.06516       0.101209
    0      4      0.0254386    0.000101926        -1.0709      0.0253141
    0      5      0.0256442    0.000593401       -2.05351       0.168912
    0      6      0.0250585    0.000285951       -1.98243      0.0824884
    0      7      0.0247812    0.000261882       -1.65738       0.072958
    0      8       0.025207    0.000512633       -1.28929       0.132923
    0      9      0.0249847    0.000115605       -1.17319      0.0297058
    0     10      0.0252668    1.40908e-05       -1.72546     0.00388808
    0     11      0.0252906    0.000475459       -1.09095       0.119151
    0     12      0.0250712    0.000373545       -1.83747       0.105544
    0     13      0.0250934    0.000212106       -1.71135      0.0588117
    0     14      0.0250581    0.000178842       -1.53195      0.0483788
    0     15      0.0257486    0.000317355       -2.00577      0.0893817
    1      0       0.025061    1.95391e-05      -0.784124     0.00470241
    1      1      0.0246475    6.03935e-05       -1.31337      0.0160742
    1      2      0.0242555    0.000272347      -0.896253      0.0689794
    1      3      0.0247082    0.000362082         -1.213      0.0946644
    1      4      0.0244744    0.000102048       -1.40368      0.0277293
    1      5      0.0248522    5.01088e-05      -0.875686      0.0123453
    1      6       0.024896    0.000405053       -1.60695       0.111504
    1      7      0.0251869    0.000345654       -1.58639      0.0937717
    1      8       0.023915    0.000107223       -1.10435      0.0284759
    1      9      0.0241594    3.71731e-05       -1.41594      0.0102514
    1     10      0.0241997    9.95382e-05       -1.26978      0.0268039
    1     11      0.0241076    0.000228917       -1.20511      0.0612651
    1     12      0.0243013    8.13808e-05       -1.04183      0.0210601
    1     13      0.0241004    5.99787e-05       -1.31715      0.0163355
    1     14      0.0241098    0.000160533      -0.892224      0.0408783
    1     15      0.0242939     0.00010298      -0.841065      0.0258076
    2      0      0.0254422    0.000878539      -0.992429       0.215453
    2      1      0.0257469    0.000148419       -1.20532      0.0371936
    2      2      0.0245882    0.000182718      -0.899757      0.0456781
    2      3     0.00994245     0.00316668         2.8129       0.777783
    2      4      0.0259577     0.00139979       -1.08114       0.341246
    2      5     0.00996182      0.0119579        2.49545        3.30241
    2      6      0.0254111     4.2388e-05       -1.57298      0.0113755
    2      7      0.0263549    0.000373694       -2.05186       0.103481
    2      8      0.0258301    0.000139532       -1.31753      0.0354595
    2      9      0.0267691    0.000337009       -1.47674      0.0846431
    2     10       0.010012     0.00325633         2.6138       0.858646
    2     11      0.0284813      0.0036906       -2.18735        0.96321
    2     12      0.0261718     4.3327e-06       -1.70808     0.00115131
    2     13     0.00524254     0.00398248        4.14287       0.850375
    2     14      -0.014607      0.0234147        9.43683        6.72966
    2     15     0.00188012     0.00697045        4.81399        1.60509
    3      0              0              0              0              0
    3      1      0.0202206    1.22513e-05       -1.17758     0.00389246
    3      2      0.0194013    1.91619e-05       -1.26365     0.00643009
    3      3      0.0182481     0.00102716      -0.747419       0.337432
    3      4      0.0206782    0.000134466       -1.76951      0.0456227
    3      5      0.0207333    0.000125984        -1.3673      0.0401892
    3      6      0.0194824    0.000247849       -1.20396      0.0820649
    3      7      0.0200697     0.00019134       -1.28981      0.0623182
    3      8      0.0197018    0.000105933       -1.13616      0.0343206
    3      9      0.0199475    1.65102e-05       -1.05169     0.00521328
    3     10      0.0202225    0.000120167       -1.68308      0.0411769
    3     11      0.0206869     0.00032974        -1.2863       0.104134
    3     12      0.0196529    0.000170253       -1.68174      0.0600187
    3     13       0.019646    1.32347e-05       -1.15149      0.0043103
    3     14      0.0198583    0.000169981       -1.15451      0.0547942
    3     15      0.0201229    9.21024e-05       -1.15862      0.0293179
