 *Fit function = par[0]+par[1]*x && y = a*x + b (y=Energy, x=Ch);  so I define a = par[1], b = par[0]
 *SSDNum  CHNum     par_a       Errpar_a          par_b        Errpar_b
    0      0       0.082777    4.02009e-05       -5.52391     0.00522972
    0      1        0.08358     0.00068401       -4.99701      0.0838171
    0      2      0.0792133      0.0010574       -5.27462       0.140419
    0      3      0.0815982    0.000186448       -5.23129       0.023937
    0      4      0.0797367    0.000629175       -5.35761      0.0836582
    0      5      0.0799672    0.000563016       -5.61472      0.0764553
    0      6      0.0789305     0.00025699       -6.44183      0.0380487
    0      7      0.0789377     0.00028335       -5.55194      0.0387543
    0      8      0.0798714    0.000296004       -6.88357      0.0449453
    0      9      0.0785258    0.000414962       -5.06774       0.054495
    0     10       0.079752    0.000798471       -8.18499       0.134448
    0     11      0.0834309    0.000144433       -5.52825      0.0186495
    0     12      0.0827203    0.000639244       -3.88163      0.0705296
    0     13      0.0783311    0.000735555       -6.07878       0.106328
    0     14      0.0782647    0.000450106       -5.43106      0.0613961
    0     15       0.080448     0.00257695       -5.05307       0.329863
    1      0      0.0792778    0.000871544       -5.14353       0.114203
    1      1      0.0823156    0.000371574       -5.93277       0.050454
    1      2      0.0633051    0.000440781       -4.53148      0.0680709
    1      3      0.0633797    3.98427e-05       -3.98711     0.00580369
    1      4      0.0647554     0.00066408       -6.01314       0.115448
    1      5      0.0621683    0.000298847       -5.25249      0.0504602
    1      6      0.0639932    0.000382703       -4.25036      0.0567857
    1      7      0.0637346    0.000345549       -5.05181      0.0558243
    1      8      0.0649106    2.91169e-05         -5.833     0.00496899
    1      9      0.0637462    8.21914e-05       -4.17729      0.0121487
    1     10      0.0638771    0.000376057        -5.3475      0.0623576
    1     11      0.0638629    0.000364319       -5.56554      0.0616681
    1     12      0.0628199    0.000408556       -4.19858      0.0614173
    1     13      0.0642938    0.000346699       -4.62979      0.0532481
    1     14      0.0650032    4.49965e-05       -6.29979     0.00799103
    1     15      0.0663268    0.000153785        -6.2698      0.0266965
    2      0      0.0256604    0.000135999       -1.53634      0.0359489
    2      1      0.0256082    0.000309462       -1.06477       0.076274
    2      2       0.025611    0.000121289       -1.17259      0.0304013
    2      3      0.0258491    7.73088e-05      -0.494167      0.0171722
    2      4      0.0258679    6.89329e-06      -0.921294     0.00164376
    2      5      0.0258711    0.000118739      -0.711019      0.0273465
    2      6      0.0253399    0.000226681      -0.785031      0.0539621
    2      7      0.0259044    0.000274661      -0.741472      0.0634979
    2      8      0.0254085    0.000174699       -1.16658      0.0440964
    2      9      0.0256833    9.86049e-05      -0.742935      0.0229979
    2     10      0.0260637    1.35573e-05      -0.723599     0.00310582
    2     11      0.0256064      4.686e-05       -1.06414      0.0115494
    2     12      0.0255282    4.34352e-05      -0.895942      0.0104522
    2     13      0.0255766    9.68813e-06      -0.727151     0.00226305
    2     14       0.026433    0.000125338       -1.71486      0.0330085
    2     15      0.0258147    7.02882e-05      -0.498385       0.015645
    3      0      0.0156483    5.96361e-05       -1.28474      0.0248918
    3      1       0.015649    1.24438e-05       -1.21515     0.00513846
    3      2       0.015381    0.000100769       -1.08742      0.0414995
    3      3      0.0155571    3.97301e-05      -0.972367      0.0158833
    3      4      0.0156064     1.6781e-05        -0.9316     0.00664372
    3      5      0.0156193    1.15856e-05       -1.15177     0.00474617
    3      6      0.0155451    8.01802e-05        -1.3321       0.033933
    3      7      0.0154046    3.56223e-05        -1.1873      0.0148786
    3      8      0.0155145    1.68541e-06       -1.18743    0.000698984
    3      9      0.0154081     3.7258e-05       -1.06257      0.0152569
    3     10      0.0154756    8.77286e-06       -1.32223     0.00372383
    3     11      0.0157467    1.20816e-05       -1.28906     0.00501458
    3     12      0.0157497    3.11476e-05        -1.4201      0.0131846
    3     13      0.0201242    6.47105e-05       -1.74573      0.0224835
    3     14      0.0199879    3.54856e-05       -1.71416      0.0123575
    3     15      0.0157348    4.19578e-05       -1.45656      0.0178745
