 *Fit function = par[0]+par[1]*x && y = a*x + b (y=Energy, x=Ch);  so I define a = par[1], b = par[0]
 *SSDNum  CHNum     par_a       Errpar_a          par_b        Errpar_b
    0      0      0.0247601    4.80151e-05       -1.41662      0.0129215
    0      1      0.0242608     8.6084e-05       -1.12333      0.0226033
    0      2      0.0250612    3.77108e-05       -1.13443      0.0096023
    0      3      0.0253064    3.07332e-05       -2.06629     0.00888053
    0      4      0.0255964    0.000284697       -1.10842      0.0706874
    0      5      0.0254458    0.000529638       -1.99757       0.150775
    0      6      0.0247171    9.55491e-05       -1.88564      0.0275699
    0      7      0.0250934    0.000247113       -1.73804      0.0687808
    0      8      0.0250487    4.70138e-06       -1.24427     0.00121831
    0      9      0.0249306    5.80139e-07       -1.15535    0.000148981
    0     10      0.0251377    2.09476e-05       -1.68826     0.00577879
    0     11      0.0255326    0.000717879       -1.14587        0.17974
    0     12      0.0249402    0.000386675       -1.79681       0.109198
    0     13      0.0249388    0.000105729       -1.66566      0.0293041
    0     14      0.0252405    0.000375636       -1.57699       0.101549
    0     15      0.0258456      0.0008175       -2.03154       0.230195
    1      0      0.0250097    2.66741e-05      -0.770406     0.00641811
    1      1      0.0245333    0.000107851       -1.27907      0.0286883
    1      2       0.024331    0.000192399       -0.91398      0.0487191
    1      3      0.0245749    0.000263727        -1.1754       0.068921
    1      4      0.0245527    0.000200126       -1.42034      0.0543419
    1      5      0.0253045    0.000391752      -0.979859      0.0964018
    1      6      0.0248636    0.000263878        -1.5972      0.0726322
    1      7      0.0251821    0.000443637       -1.58011       0.120266
    1      8      0.0246615    0.000474351       -1.29367       0.125802
    1      9      0.0244735    0.000162909       -1.50115      0.0449164
    1     10      0.0244413     0.00058024       -1.32843       0.156095
    1     11      0.0243294    0.000249704       -1.26134       0.066796
    1     12      0.0247239    0.000132462       -1.14771      0.0342599
    1     13      0.0242981     5.9227e-05       -1.36691      0.0161208
    1     14       0.024064    0.000153797      -0.879814      0.0391583
    1     15      0.0242311    0.000120552      -0.824449      0.0302071
    2      0      0.0256044    1.11734e-05       -1.03078     0.00273953
    2      1      0.0256768     0.00015838       -1.18658      0.0396826
    2      2      0.0253152    3.37766e-05       -1.09154     0.00845705
    2      3       0.025513    4.43363e-05       -1.28141      0.0113446
    2      4      0.0252326    8.81419e-05       -1.22289      0.0225998
    2      5      0.0259738    0.000110711       -1.62626      0.0292944
    2      6      0.0254243     7.9946e-05       -1.57794      0.0214594
    2      7      0.0256739    9.18196e-05       -1.84659      0.0253669
    2      8      0.0256561     7.4726e-05       -1.27612      0.0189986
    2      9      0.0261191    0.000374608       -1.30977      0.0940352
    2     10      0.0258344    0.000167181       -1.82582      0.0457657
    2     11        0.02532    1.88915e-05       -1.35732     0.00492733
    2     12       0.025773    2.84741e-05       -1.60419     0.00756863
    2     13      0.0254795    0.000148643       -1.45203      0.0390788
    2     14      0.0260008    0.000268838       -1.90599      0.0739516
    2     15      0.0255005    0.000213432        -1.1981      0.0539423
    3      0              0              0              0              0
    3      1      0.0219273     0.00630714       -1.95972        2.07259
    3      2      0.0238405     0.00340952       -3.07592        1.19007
    3      3      0.0202934    0.000288333       -1.47647      0.0955226
    3      4      0.0245674     0.00436603        -3.2015        1.50114
    3      5      0.0199417    0.000266178       -1.39118      0.0886006
    3      6      0.0376812     0.00445711       -6.94561        1.44185
    3      7      0.0384496     0.00130872       -6.97274       0.415827
    3      8      0.0058508     0.00273752        3.24156        0.94265
    3      9      0.0199351     2.2355e-05       -1.09227     0.00710873
    3     10     -0.0113442      0.0113197        8.86255        3.61877
    3     11      0.0445216     0.00324527       -8.44976        0.99815
    3     12      0.0371736     0.00398877       -7.57543        1.37553
    3     13      0.0284644     0.00808626        -3.8527        2.58446
    3     14     0.00326486     0.00742968        4.25518        2.25739
    3     15      0.0199636    9.35007e-05       -1.14721      0.0299471
