 *Fit function = par[0]+par[1]*x && y = a*x + b (y=Energy, x=Ch);  so I define a = par[1], b = par[0]
 *SSDNum  CHNum     par_a       Errpar_a          par_b        Errpar_b
    0      0      0.0246045    0.000246544       -1.36812      0.0662823
    0      1      0.0239197    0.000449034       -1.02918        0.11782
    0      2      0.0249919    0.000108271       -1.11278      0.0275519
    0      3      0.0246012    0.000372289       -1.85601       0.107479
    0      4      0.0252624    0.000420405       -1.01971       0.104288
    0      5      0.0261344     0.00137947       -2.18483       0.392229
    0      6      0.0246467    0.000174262        -1.8629      0.0502647
    0      7      0.0244731    9.26794e-05       -1.56619      0.0257997
    0      8      0.0248709    4.31813e-05       -1.19439      0.0111834
    0      9      0.0241203    0.000241437      -0.947183      0.0620025
    0     10      0.0251766    0.000179952       -1.69901      0.0496431
    0     11      0.0247154    0.000467416      -0.939782       0.117005
    0     12      0.0250814    0.000415808        -1.8277       0.117275
    0     13      0.0241471     8.0272e-06       -1.45087     0.00222644
    0     14      0.0246531    0.000251604        -1.4166      0.0680036
    0     15      0.0257512    0.000920956       -1.99336       0.258913
    1      0      0.0248477    1.34407e-05      -0.728413     0.00323241
    1      1      0.0246106    0.000314179       -1.28705      0.0834106
    1      2      0.0244607    0.000359173      -0.945942       0.090936
    1      3      0.0247509    3.84149e-05       -1.20803      0.0100183
    1      4       0.024504    0.000111714       -1.40449      0.0303225
    1      5      0.0263278    0.000977228       -1.20724        0.23956
    1      6      0.0246822    0.000117508       -1.54474      0.0323323
    1      7      0.0247606     0.00051572       -1.46229       0.139735
    1      8      0.0257124     0.00105124        -1.5547       0.278064
    1      9       0.024722    0.000472248       -1.56209        0.13006
    1     10      0.0250006     0.00100075       -1.47148       0.268917
    1     11      0.0244911    0.000268759       -1.30577      0.0719057
    1     12      0.0254781    0.000577036       -1.33866       0.149148
    1     13      0.0242592    5.83239e-05        -1.3547      0.0158711
    1     14      0.0245033    0.000202775      -0.985799      0.0515792
    1     15      0.0244305    0.000575409      -0.874326       0.144178
    2      0      0.0256711    6.80939e-05        -1.0478      0.0166972
    2      1      0.0257617    0.000168231       -1.20653      0.0421422
    2      2      0.0255313    0.000120901       -1.14441      0.0302653
    2      3      0.0255221    4.62626e-05       -1.28381      0.0118376
    2      4      0.0252307    3.06707e-05       -1.22149     0.00786294
    2      5      0.0260439    0.000308671       -1.64785      0.0817111
    2      6      0.0253899    0.000255105        -1.5689      0.0684778
    2      7      0.0256862    2.83942e-05       -1.84945     0.00784385
    2      8      0.0256946    9.81463e-05       -1.29384      0.0249832
    2      9      0.0258523    0.000331241       -1.24383      0.0831633
    2     10       0.025769    0.000116612       -1.80817      0.0319235
    2     11      0.0252113    3.02974e-05        -1.3307     0.00790432
    2     12      0.0255614    0.000149426       -1.55127      0.0397385
    2     13      0.0255379    0.000199876       -1.46795      0.0525524
    2     14      0.0260758    0.000238497       -1.92796      0.0656176
    2     15       0.025528    0.000169401       -1.20519      0.0428149
    3      0              0              0              0              0
    3      1      0.0198011    7.52792e-05       -1.25455      0.0247165
    3      2      0.0189499    3.19889e-05       -1.31905      0.0110835
    3      3      0.0197842    4.19846e-05       -1.31424      0.0139232
    3      4      0.0197017    8.80318e-05       -1.57681      0.0304882
    3      5      0.0193938    0.000139198       -1.19968      0.0462694
    3      6      0.0189552    7.07992e-05       -1.24426      0.0242447
    3      7       0.019551    3.86903e-06       -1.30948     0.00129744
    3      8       0.019222    0.000154101       -1.18949      0.0515994
    3      9      0.0200027    7.85851e-05       -1.17474      0.0252287
    3     10      0.0197113     5.7306e-05        -1.7099      0.0202238
    3     11       0.020237     9.5854e-05       -1.32735      0.0311385
    3     12      0.0189233    1.17132e-05       -1.63743     0.00426101
    3     13      0.0198283    3.29896e-05       -1.35713      0.0109872
    3     14      0.0197582    3.19597e-05       -1.26337      0.0105304
    3     15      0.0198069     3.8818e-05       -1.16123      0.0125588
