 *Fit function = par[0]+par[1]*x && y = a*x + b (y=Energy, x=Ch);  so I define a = par[1], b = par[0]
 *SSDNum  CHNum     par_a       Errpar_a          par_b        Errpar_b
    0      0      0.0555292    0.000239842       -5.33805      0.0457086
    0      1      0.0547754    0.000281526       -2.33171      0.0389467
    0      2      0.0560519    3.44916e-05       -4.48342     0.00598633
    0      3      0.0568461    0.000500378       -2.67278      0.0697017
    0      4       0.055687    2.43948e-05       -3.31177     0.00374865
    0      5      0.0560953    0.000169692       -2.62288      0.0238033
    0      6      0.0547615    0.000488225       -4.26222      0.0847612
    0      7      0.0568064     0.00101653       -2.52329       0.139026
    0      8      0.0568371    0.000111778       -4.69046      0.0195391
    0      9        0.05568    0.000363754        -4.4019      0.0630222
    0     10      0.0550601    0.000434983       -4.44566      0.0765569
    0     11      0.0566714    0.000536146         -4.517      0.0923533
    0     12      0.0562486     0.00119597       -3.13464       0.178181
    0     13      0.0557921    0.000275975        -4.1186      0.0463171
    0     14       0.055763    0.000370534       -6.60296      0.0787221
    0     15      0.0563573    0.000213436       -3.77402      0.0341576
    1      0      0.0461048    0.000206578       -5.27582      0.0471381
    1      1      0.0463409    0.000217985       -2.14967      0.0347892
    1      2      0.0465486    0.000283407       -3.53772      0.0534746
    1      3      0.0464178    0.000186091       -3.24733      0.0340478
    1      4      0.0459598    0.000212819        -2.4247      0.0355192
    1      5      0.0470593    0.000493412       -2.55417      0.0817823
    1      6      0.0465639    5.88875e-05       -2.39532     0.00966359
    1      7      0.0477038    0.000142615       -2.45923      0.0230351
    1      8      0.0458745    0.000338772       -2.17139      0.0547762
    1      9      0.0466585     6.0526e-05       -3.61761       0.011497
    1     10      0.0458917    0.000178874       -3.86736      0.0355182
    1     11      0.0462417    0.000130437       -3.42269      0.0244506
    1     12       0.046946    4.29588e-05       -4.17004     0.00861542
    1     13      0.0458902    6.56114e-05       -3.00933      0.0118024
    1     14      0.0471685    0.000296734       -2.96564      0.0516563
    1     15       0.050774     0.00209075       -3.47534       0.359096
    2      0      0.0263282    0.000162431       -1.21068      0.0398393
    2      1      0.0262193    0.000172168       -1.00713      0.0410677
    2      2      0.0262717    4.62356e-05       -1.42017       0.011733
    2      3      0.0259654    0.000182362       -1.41071      0.0467565
    2      4      0.0257634    9.61242e-05       -1.56911      0.0254294
    2      5      0.0258227     7.8067e-05      -0.272611      0.0166893
    2      6      0.0255722    0.000122777      -0.984608      0.0299192
    2      7      0.0260597    4.22855e-05      -0.454093     0.00925178
    2      8      0.0257969    0.000243325       -1.40831      0.0627718
    2      9      0.0262994    0.000125827       -1.31664      0.0314017
    2     10      0.0257971    1.88826e-05      -0.672336     0.00433299
    2     11      0.0259137    8.00524e-05      -0.873077      0.0189066
    2     12      0.0262101    0.000315903       -1.50745      0.0814042
    2     13      0.0258087    8.80595e-05       -1.29966      0.0223364
    2     14       0.025661     4.5415e-05        -1.4959      0.0119329
    2     15      0.0259352    2.05442e-05       -1.12724     0.00504918
    3      0      0.0153119    0.000147143       -1.33724      0.0632701
    3      1      0.0154104    6.13686e-06       -1.20819     0.00257057
    3      2      0.0153635    4.25391e-05       -1.62174      0.0190171
    3      3      0.0153952     6.2831e-05      -0.977973      0.0254055
    3      4      0.0156036    3.55316e-05       -1.53666      0.0154464
    3      5      0.0153501    0.000144431       -1.46435      0.0631444
    3      6       0.015276    0.000141573       -1.27151      0.0604094
    3      7      0.0152647    6.11002e-05        -1.9705      0.0288865
    3      8      0.0152834    4.88151e-05       -1.55566      0.0217262
    3      9      0.0152944    0.000135078       -1.60417      0.0605041
    3     10      0.0154086    3.73711e-05       -1.61959      0.0166526
    3     11      0.0157785    6.25758e-06       -1.45775     0.00265887
    3     12      0.0154389    9.58175e-06       -1.47023     0.00416861
    3     13      0.0153767     4.7302e-05       -1.46647      0.0206508
    3     14      0.0158122    1.05592e-05       -1.27585     0.00435574
    3     15      0.0153618    0.000104737       -1.31222      0.0447191
